scientificName;redlistCategory
Lagopus lagopus;Least Concern
Apus affinis;Least Concern
Emberiza rustica;Vulnerable
Cygnus columbianus;Least Concern
Fulica cristata;Least Concern
Bufo spinosus;Least Concern
Calotriton arnoldi;Critically Endangered
Salamandra algira;Vulnerable
Sclerophrys mauritanica;Least Concern
Discoglossus pictus;Least Concern
Discoglossus scovazzi;Least Concern
Hyla meridionalis;Least Concern
Pelophylax saharicus;Least Concern
Bufotes boulengeri;Least Concern
Rana dalmatina;Least Concern
Rana temporaria;Least Concern
Pleurodeles waltl;Least Concern
Gagea reverchonii;Least Concern
Gagea ramulosa;Least Concern
Gagea polymorpha;Near Threatened
Barbonymus schwanefeldii;Least Concern
Gagea granatellii;Least Concern
Gagea extremadurensis;Data Deficient
Turnix sylvaticus;Least Concern
Zospeum vasconicum;Near Threatened
Zospeum zaldivarae;Near Threatened
Physella acuta;Least Concern
Cotoneaster granatensis;Lower Risk/conservation dependent
Dendrocygna bicolor;Least Concern
Sibirionetta formosa;Least Concern
Crex egregia;Least Concern
Porzana carolina;Least Concern
Porphyrio alleni;Least Concern
Charadrius pecuarius;Least Concern
Elanoides forficatus;Least Concern
Botaurus lentiginosus;Least Concern
Mycteria ibis;Least Concern
Leptoptilos crumenifer;Least Concern
Phylloscopus schwarzi;Least Concern
Phylloscopus proregulus;Least Concern
Unio delphinus;Endangered
Chamaerops humilis;Least Concern
Potomida littoralis;Endangered
Arion luisae;Critically Endangered
Acicula norrisi;Vulnerable
Platyla hedionda;Data Deficient
Ceratophyllum submersum;Least Concern
Anogcodes fulvicollis;Least Concern
Adenocarpus desertorum;Least Concern
Cistus libanotis;Least Concern
Coronilla talaverae;Endangered
Echinospartum ibericum;Least Concern
Flueggea tinctoria;Least Concern
Genista cinerascens;Least Concern
Genista majorica;Least Concern
Genista valentina;Least Concern
Hypericum balearicum;Least Concern
Lavatera oblongifolia;Endangered
Thymelaea velutina;Vulnerable
Fraxinus angustifolia;Least Concern
Acer granatense;Least Concern
Zannichellia palustris;Least Concern
Ipomoea triloba;Least Concern
Emys orbicularis;Lower Risk/near threatened
Chrysemys picta;Least Concern
Trachemys scripta;Least Concern
Ateuchetus puncticollis;Least Concern
Balistes capriscus;Vulnerable
Balistes vetula;Near Threatened
Diodon hystrix;Least Concern
Melichthys niger;Least Concern
Mola mola;Vulnerable
Ranzania laevis;Least Concern
Corbicula fluminalis;Least Concern
Linderiella baetica;Critically Endangered
Schoenoplectiella mucronata;Least Concern
Paspalidium geminatum;Least Concern
Fulvius borgesi;Least Concern
Sideroxylon canariense;Endangered
Pleiomeris canariensis;Critically Endangered
Pinguicula dertosensis;Least Concern
Pinguicula longifolia;Least Concern
Juniperus phoenicea;Least Concern
Epinephelus aeneus;Near Threatened
Mycteroperca caninus;Data Deficient
Mycteroperca costae;Data Deficient
Mycteroperca marginata;Vulnerable
Lupinus cosentinii;Least Concern
Hyporthodus haifensis;Least Concern
Actinia striata;Data Deficient
Juniperus cedrus;Endangered
Hemicycla diegoi;Near Threatened
Atlantica scutula;Least Concern
Atlantica laurisilvae;Vulnerable
Janulus traviesus;Near Threatened
Napaeus delicatus;Near Threatened
Napaeus minimus;Vulnerable
Insulivitrina raquelae;Near Threatened
Vermetum tamadabaensis;Endangered
Neniatlanta pauli;Least Concern
Cytisus oromediterraneus;Least Concern
Solanum dasyphyllum;Least Concern
Cytisus proliferus;Least Concern
Cytisus supranubius;Least Concern
Visnea mocanera;Least Concern
Ilex canariensis;Least Concern
Salix canariensis;Near Threatened
Cistus chinamadensis;Endangered
Persea indica;Least Concern
Gnathophis mystax;Least Concern
Facciolella oxyrhyncha;Least Concern
Schizogyne sericea;Least Concern
Euphorbia mellifera;Least Concern
Globularia salicina;Least Concern
Adenocarpus lainzii;Least Concern
Erica andevalensis;Near Threatened
Alosa agone;Least Concern
Carthamus balearicus;Near Threatened
Quercus lusitanica;Least Concern
Echium acanthocarpum;Critically Endangered
Rhamnus integrifolia;Near Threatened
Rhamnus crenulata;Least Concern
Thymus albicans;Vulnerable
Genista dorycnifolia;Vulnerable
Adenocarpus gibbsianus;Vulnerable
Echinospartum algibicum;Critically Endangered
Echinospartum barnadesii;Least Concern
Phlomis italica;Least Concern
Salsola papillosa;Least Concern
Salvia candelabrum;Least Concern
Teline patens;Least Concern
Daphne rodriguezii;Endangered
Cneorum tricoccon;Vulnerable
Cneorum pulverulentum;Least Concern
Paeonia officinalis;Least Concern
Arnoglossus kessleri;Data Deficient
Callionymus pusillus;Least Concern
Nomeus gronovii;Least Concern
Scirpoides holoschoenus;Least Concern
Glaucostegus cemiculus;Critically Endangered
Bathytoshia lata;Vulnerable
Isoetes delilei;Near Threatened
Carlina salicifolia;Least Concern
Plantago arborescens;Data Deficient
Bencomia caudata;Near Threatened
Marcetella moquiniana;Endangered
Plocama pendula;Least Concern
Convolvulus floridus;Least Concern
Bosea yervamora;Least Concern
Festuca dertosensis;Least Concern
Atlantica rupivaga;Vulnerable
Craspedopoma annulatum;Least Concern
Cryptella susannae;Vulnerable
Plagyrona angusta;Least Concern
Eumodicogryllus bordigalensis;Least Concern
Phaeophyscia hispidula;Least Concern
Celtis australis;Least Concern
Salix pentandra;Least Concern
Salix atrocinerea;Least Concern
Phillyrea latifolia;Least Concern
Erica arborea;Least Concern
Vicia pyrenaica;Least Concern
Morella rivas-martinezii;Critically Endangered
Dendriopoterium menendezii;Endangered
Genista canariensis;Least Concern
Aloe arborescens;Least Concern
Turdus iliacus;Near Threatened
Columba junoniae;Near Threatened
Vanellus vanellus;Near Threatened
Acrocephalus dumetorum;Least Concern
Hippolais icterina;Least Concern
Carduelis citrinella;Least Concern
Loxia curvirostra;Least Concern
Emberiza leucocephalos;Least Concern
Emberiza hortulana;Least Concern
Emberiza pusilla;Least Concern
Emberiza bruniceps;Least Concern
Calcarius lapponicus;Least Concern
Loxia leucoptera;Least Concern
Acrocephalus arundinaceus;Least Concern
Motacilla cinerea;Least Concern
Limosa lapponica;Near Threatened
Limosa limosa;Near Threatened
Ciconia nigra;Least Concern
Chlidonias hybrida;Least Concern
Jynx torquilla;Least Concern
Mareca penelope;Least Concern
Spinimuricea klavereni;Data Deficient
Cyanopica cooki;Least Concern
Sorbus aria;Least Concern
Sorbus aucuparia;Least Concern
Sorbus torminalis;Least Concern
Fraxinus ornus;Least Concern
Aulostomus strigosus;Least Concern
Rhus coriaria;Least Concern
Tilia tomentosa;Least Concern
Ceratonia siliqua;Least Concern
Echium decaisnei;Least Concern
Corvus corax;Least Concern
Theodoxus fluviatilis;Least Concern
Tortella fasciculata;Least Concern
Bubo bubo;Least Concern
Lagopus muta;Least Concern
Festuca summilusitana;Least Concern
Asphodelus aestivus;Least Concern
Chionomys syriacus;Least Concern
Neomys fodiens;Least Concern
Sorex araneus;Least Concern
Sorex minutus;Least Concern
Lepidion eques;Data Deficient
Derichthys serpentinus;Least Concern
Eustomias monodactylus;Least Concern
Simenchelys parasitica;Least Concern
Serrivomer lanceolatoides;Least Concern
Synaphobranchus kaupii;Least Concern
Remora osteochir;Least Concern
Trichiurus lepturus;Least Concern
Luvarus imperialis;Least Concern
Decapterus macarellus;Least Concern
Cheilopogon cyanopterus;Least Concern
Aluterus scriptus;Least Concern
Seriola fasciata;Least Concern
Pomatomus saltatrix;Vulnerable
Pterycombus brama;Least Concern
Canthidermis sufflamen;Least Concern
Regalecus glesne;Least Concern
Echeneis naucrates;Least Concern
Taractichthys longipinnis;Least Concern
Canthidermis maculata;Least Concern
Naucrates ductor;Least Concern
Phtheirichthys lineatus;Least Concern
Diodon eydouxii;Least Concern
Masturus lanceolatus;Least Concern
Chilomycterus reticulatus;Least Concern
Lampris guttatus;Least Concern
Priacanthus arenatus;Least Concern
Sardinella aurita;Least Concern
Seriola dumerili;Least Concern
Remora australis;Least Concern
Remora remora;Least Concern
Cubiceps gracilis;Least Concern
Synodus synodus;Least Concern
Aluterus monoceros;Least Concern
Antigonia capros;Least Concern
Caranx lugubris;Least Concern
Chloroscombrus chrysurus;Least Concern
Decapterus punctatus;Least Concern
Myripristis jacobus;Least Concern
Uraspis secunda;Least Concern
Psenes cyanophrys;Least Concern
Psenes pellucidus;Least Concern
Heteropriacanthus cruentatus;Least Concern
Fistularia petimba;Least Concern
Stephanolepis hispidus;Least Concern
Gampsocleis glabra;Least Concern
Atlantoxerus getulus;Least Concern
Mus spretus;Least Concern
Arvicola scherman;Least Concern
Ornithogalum broteroi;Least Concern
Ophidion rochei;Data Deficient
Narcissus jonquilla;Data Deficient
Genista benehoavensis;Vulnerable
Betula pubescens;Least Concern
Scymnodon ringens;Vulnerable
Squatina oculata;Critically Endangered
Tetronarce nobiliana;Least Concern
Taxus baccata;Least Concern
Triops baeticus;Endangered
Triops emeritensis;Critically Endangered
Triops gadensis;Endangered
Lonicera arborea;Near Threatened
Alnus cordata;Least Concern
Aegilops ventricosa;Least Concern
Medicago arborea;Least Concern
Squatina squatina;Critically Endangered
Lepidium navasii;Endangered
Lythrum flexuosum;Least Concern
Veronica nevadensis;Least Concern
Rorippa valdes-bermejoi;Critically Endangered
Avellara fistulosa;Critically Endangered
Numenius arquata;Near Threatened
Polygonum romanum;Least Concern
Branta ruficollis;Vulnerable
Garrulus glandarius;Least Concern
Corvus frugilegus;Least Concern
Poecile palustris;Least Concern
Lanius meridionalis;Vulnerable
Curruca nana;Least Concern
Micromys minutus;Least Concern
Passer montanus;Least Concern
Tilia platyphyllos;Least Concern
Apus unicolor;Least Concern
Caretta caretta;Vulnerable
Emberiza aureola;Critically Endangered
Oxyura leucocephala;Endangered
Hemicycla eurythyra;Vulnerable
Turdus atrogularis;Least Concern
Dracaena draco;Endangered
Euonymus latifolius;Least Concern
Anagyris foetida;Least Concern
Salix myrsinifolia;Least Concern
Euonymus europaeus;Least Concern
Euphorbia dendroides;Least Concern
Sorbus domestica;Least Concern
Rhamnus alpina;Least Concern
Crataegus laciniata;Least Concern
Cytisus arboreus;Least Concern
Daucus aureus;Least Concern
Daucus crinitus;Least Concern
Daucus durieua;Least Concern
Daucus muricatus;Least Concern
Daucus pumilus;Least Concern
Hippophae rhamnoides;Least Concern
Laurus nobilis;Least Concern
Myrtus communis;Least Concern
Glareola pratincola;Least Concern
Lathyrus sphaericus;Least Concern
Lathyrus aphaca;Least Concern
Lathyrus clymenum;Least Concern
Lathyrus nissolia;Least Concern
Lathyrus saxatilis;Least Concern
Lathyrus setifolius;Least Concern
Lathyrus angulatus;Least Concern
Lathyrus annuus;Least Concern
Lathyrus hirsutus;Least Concern
Lathyrus inconspicuus;Least Concern
Bulinus truncatus;Least Concern
Melanoides tuberculata;Least Concern
Hygrophila auriculata;Least Concern
Alternanthera sessilis;Least Concern
Lemna minor;Least Concern
Ceratophyllum demersum;Least Concern
Bolboschoenus glaucus;Least Concern
Cyperus alopecuroides;Least Concern
Cyperus difformis;Least Concern
Cyperus dives;Least Concern
Cyperus papyrus;Least Concern
Cyperus rotundus;Least Concern
Cyperus flavescens;Least Concern
Cyperus mundii;Least Concern
Cyperus polystachyos;Least Concern
Fuirena pubescens;Least Concern
Isolepis fluitans;Least Concern
Schoenoplectus corymbosus;Least Concern
Equisetum ramosissimum;Least Concern
Myriophyllum spicatum;Least Concern
Najas marina;Least Concern
Vallisneria spiralis;Least Concern
Spirodela polyrhiza;Least Concern
Wolffia arrhiza;Least Concern
Ammannia baccifera;Least Concern
Nymphoides indica;Least Concern
Potamogeton crispus;Least Concern
Potamogeton pusillus;Least Concern
Potamogeton schweinfurthii;Least Concern
Stuckenia pectinata;Least Concern
Trapa natans;Least Concern
Typha domingensis;Least Concern
Obscurella crassilabrum;Least Concern
Armeria gaditana;Vulnerable
Bellium bellidioides;Least Concern
Euphorbia uliginosa;Near Threatened
Viburnum tinus;Least Concern
Ursus arctos;Least Concern
Nopalea dejecta;Data Deficient
Myocastor coypus;Least Concern
Sorbus chamaemespilus;Least Concern
Eclipta prostrata;Least Concern
Cyperus brevifolius;Least Concern
Himantolophus mauli;Least Concern
Cantharellus cibarius;Least Concern
Craterellus cornucopioides;Least Concern
Craterellus lutescens;Least Concern
Craterellus tubaeformis;Least Concern
Lathyrus tuberosus;Least Concern
Lathyrus bauhinii;Least Concern
Lathyrus filiformis;Least Concern
Lathyrus japonicus;Least Concern
Lathyrus linifolius;Least Concern
Lathyrus niger;Least Concern
Lathyrus pratensis;Least Concern
Lathyrus vernus;Least Concern
Marmorana muralis;Least Concern
Paludinella globularis;Least Concern
Obscurella asturica;Near Threatened
Obscurella bicostulata;Least Concern
Obscurella gigas;Least Concern
Obscurella hidalgoi;Least Concern
Obscurella martorelli;Least Concern
Obscurella partioti;Least Concern
Obscurella oscitans;Least Concern
Parnassius apollo;Least Concern
Parnassius mnemosyne;Least Concern
Pelecanus crispus;Near Threatened
Rhamnus alaternus;Least Concern
Aesculus hippocastanum;Vulnerable
Phoenix canariensis;Least Concern
Evermannella indica;Least Concern
Macroparalepis nigra;Least Concern
Eutaeniophorus festivus;Least Concern
Rhynchostegiella pseudolitorea;Near Threatened
Echium callithyrsum;Vulnerable
Abelmoschus moschatus;Least Concern
Tamarix boveana;Vulnerable
Tamarix africana;Least Concern
Tamarix gallica;Least Concern
Airopsis tenella;Least Concern
Helianthemum bystropogophyllum;Critically Endangered
Mustelus asterias;Near Threatened
Mustelus mustelus;Endangered
Chlamydoselachus anguineus;Least Concern
Odontaspis ferox;Endangered
Apristurus melanoasper;Least Concern
Apristurus aphyodes;Least Concern
Apristurus laurussonii;Least Concern
Pseudotriakis microdon;Least Concern
Rajella barnardi;Least Concern
Aetomylaeus bovinus;Critically Endangered
Harriotta haeckeli;Least Concern
Rhinochimaera atlantica;Least Concern
Somniosus microcephalus;Vulnerable
Etmopterus princeps;Least Concern
Dipturus oxyrinchus;Vulnerable
Hydrolagus pallidus;Least Concern
Hydrolagus mirabilis;Least Concern
Chimaera monstrosa;Vulnerable
Raja asterias;Least Concern
Hydrolagus affinis;Least Concern
Rhinobatos rhinobatos;Critically Endangered
Oxynotus centrina;Endangered
Galeus atlanticus;Near Threatened
Torpedo marmorata;Vulnerable
Oxynotus paradoxus;Vulnerable
Rajella bigelowi;Least Concern
Etmopterus spinax;Vulnerable
Torpedo torpedo;Vulnerable
Galeus melastomus;Least Concern
Scyliorhinus canicula;Least Concern
Somniosus rostratus;Least Concern
Dasyatis pastinaca;Vulnerable
Scyliorhinus stellaris;Vulnerable
Mustelus punctulatus;Vulnerable
Taeniurops grabatus;Near Threatened
Centroscyllium fabricii;Least Concern
Myliobatis aquila;Critically Endangered
Raja miraletus;Least Concern
Rajella kukujevi;Least Concern
Raja polystigma;Least Concern
Galeus murinus;Least Concern
Dipturus nidarosiensis;Endangered
Squalus margaretsmithae;Least Concern
Chimaera opalescens;Least Concern
Squalus acanthias;Vulnerable
Macrogastra rolphii;Least Concern
Onchidella celtica;Least Concern
Bovista paludosa;Vulnerable
Montagnea radiosa;Least Concern
Amanita caesarea;Least Concern
Amanita friabilis;Near Threatened
Amanita torrendii;Near Threatened
Bankera fuligineoalba;Near Threatened
Buchwaldoboletus lignicola;Vulnerable
Cortinarius ionochlorus;Near Threatened
Squamanita paradoxa;Least Concern
Stipa tenacissima;Vulnerable
Ploceus melanocephalus;Least Concern
